name,yomi,link,pref,city,活動住所,活動場所,活動日,参加条件,定員,費用,ホームページ,備考,募集内容,応募方法,募集開始,募集締切,事務局,TEL,（お願い）,（受付時間）,FAX,E-mail,（その他）,事務局（住所）,その他,募集人員,事務局①,事務局②
阿久比町少年少女発明クラブ,あぐいちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=121,愛知県,知多郡阿久比町,阿久比町,阿久比中学校木工・金工室他,第2・第4土曜日,,,,,,,,,,阿久比町少年少女発明クラブ事務局（阿久比町立中央公民館内）,０５６９－４８－１１１１　内線２６０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０５６９－４８－６２２９,,,,,,,
安城市少年少女発明クラブ,あんじょうし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=114,愛知県,安城市,安城市福釜町　・安城市新田町　・安城市桜井町,西部公民館　・中部公民館　・桜井公民館,毎月第２・３・４土曜日午前（中部公民館のみ午後も有り）,市内在住の小学３年生～中学３年生,西部教室・中部午前教室・中部午後教室・南部教室各３０名,年会費５，５００円（会費１，５００円、材料費４，０００円）,http://genki365.net/gnka01/mypage/index.php?gid=G0000235,,,安城市広報誌「あんてな冬号」掲載,毎年１２月中旬に実施,先着順にて、受付して定員になり次第締め切り,安城市少年少女発明クラブ事務局,０５６６－７７－３３７６,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,９時～１５時（安城市文化センター休館日除く火～金曜日）,０５６６－７７－３３７６,ａｎｊｙｏｕ－ｈａｔｕｍｅｉ＠ｋａｔｃｈ．ｎｅ．ｊｐ,,,,,,
一宮少年少女発明クラブ,いちのみや,http://kids.jiii.or.jp/modules/pico/index.php?content_id=120,愛知県,一宮市,稲沢市井之口町中西反畑4500,豊田合成株式会社 健康管理センター,毎月第3土曜日（原則）,一宮市内の小学校4・5・6年生,137名,"年間参加費5,000円",http://www.138hatu.jp/,,,,,,一宮商工会議所内　少年少女発明クラブ事務局,０５８６－７２－４６１１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０５８６－７２－４４１１,ｉｎｆｏ＠ｉｃｈｉｎｏｍｉｙａ－ｃｃｉ．ｏｒ．ｊｐ,,,,,,
大口少年少女発明クラブ,おおぐち,http://kids.jiii.or.jp/modules/pico/index.php?content_id=126,愛知県,丹羽郡大口町,〒480-0145愛知県丹羽郡大口町丸1-38,大口町立　大口中学校　技術教室,毎月第1又は第2土曜日午後,大口町内外小学4年～6年生,30名,年会費あり,,,,申込書提出,毎年4月上旬,毎年4月中旬,大口少年少女発明クラブ事務局　丹羽郡大口町伝右1-47,０５８７－９５－８８００または０５８７－９５－４６２０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,毎週水木土日,０５８７－９５－９０３５または０５８７－９５－４６２０,<kiyoiza135201@outlook.jp/td>,,,,,,
大府市少年少女発明クラブ,おおぶし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=111,愛知県,大府市,大府市柊山町二丁目24番地,子どもステーション内　どんぐり創房,,,,,https://www.city.obu.aichi.jp/kosodate/1008743/1008847/index.html,,,,,,大府市柊山町二丁目24番地,０５６２－４８－７４５０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０５６２－４８－７４５０,,,,,,,
岡崎市少年少女発明クラブ,おかざきし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=117,愛知県,岡崎市,岡崎市上六名３丁目３番地４,六名会館２階,第三日曜日　（午後１時から５時迄）,小学校３年生～中学校３年生迄,４８名,年会費６０００円（特別講座は、随時材料費徴収),,https://okazaki-hatsumei.jimdo.com/,,応募方法：上記ホームページにて募集案内　次年度申込書の提出,毎年１０月から次年度入会申込書　受付,年明け２月月例活動日（第三日曜日）迄,森田　宏,０８０－７９５３－１７７３,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,午前１０時～午後５時迄,０５６４－３２－２６７５,okazaki.hc.jiii@gmail.com,,,"途中入会は、行っておりません。ご了承下さい。
特別講座は、現在　ロボットカープログラミング講座のみです。",,,
尾張旭市少年少女発明クラブ,おわりあさひし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=393,愛知県,尾張旭市,尾張旭市東大道町原田2410-2,尾張旭市中央公民館,日曜日午前9時10分～午後0時10分ほか,市内在住の小学4年生～中学生,コース別に設定あり,"基本コース（半期、5回）5,000円ほか",https://www.city.owariasahi.lg.jp/site/asahi-miryoku/2010.html,,,尾張旭市のホームページを参照してください。,,,尾張旭市教育委員会生涯学習課,0561-76-8181,※件名に、「少年少女発明クラブの件」とご記入下さい。,8：30～17：15（平日）,0561-52-5766,gakushu@city.owariasahi.lg.jp,,,,,,
蒲郡少年少女発明クラブ,がまごおり,http://kids.jiii.or.jp/modules/pico/index.php?content_id=124,愛知県,蒲郡市,愛知県蒲郡市西迫町馬乗50-2,愛知工科大学,原則月1回、土曜日,小学４年生～中学生,41,年会費４，０００円,http://www.city.gamagori.lg.jp/unit/bunspo/hatsumei.html,,,広報、HPに掲載予定,１月下旬,２月末日,蒲郡市教育委員会文化スポーツ課内　少年少女発明クラブ事務局,0533-66-1167,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,午前８時３０分～午後５時１５分,0533-66-1199,bunspo＠city.gamagori.lg.jp,,,,,,
刈谷少年少女発明クラブ,かりや,http://kids.jiii.or.jp/modules/pico/index.php?content_id=109,愛知県,刈谷市,愛知県刈谷市司町1-2,デンソーふれあいプラザゆうきそう,学校休日　土曜日・日曜日の午前・午後（学校夏期休暇中は特別スケジュール）,小学2年生～中学3年生,なし,ホームページをご覧ください。,http://kariya-hatsumei.jimdo.com/,,,年1回、詳しはホームページをご覧ください。,１２月中旬,１月末日,公益財団法人刈谷少年少女発明クラブ,０５６６－２３－１１６１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,８：００～１７：００（休日：月曜日・火曜日）,０５６６－２５－４７６５,ｋｓｈｃｌｕｂ＠ｋａｔｃｈ．ｎｅ．ｊｐ,,,,,,
北名古屋市少年少女発明クラブ,きたなごや,http://kids.jiii.or.jp/modules/pico/index.php?content_id=127,愛知県,北名古屋市,愛知県北名古屋市西之保八龍５０番地,北名古屋市環境学習センター,毎月第２日曜日、第３土・日曜日、第４土曜日,小学校４年から中学校３年生までの児童・生徒,２８８名,"ものづくりコース7,000円、ロボットコース15,000円",http://kitanagoya-hatsumei.jp/,,,所定の応募用紙に必要事項を記入し提出,毎年２月上旬,毎年２月下旬,北名古屋市教育委員会生涯学習課,０５６８－２２－１１１１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,午前９時～午後５時,０５６８－２３－３１５０,shogai＠city.kitanagoya.lg.jp,,,,,,
幸田町少年少女発明クラブ,こうたちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=365,愛知県,額田郡幸田町,,,原則として土曜日または日曜日の午前,,４８名,原則、１回あたり５００円の年会費制,,,,町内小学校へ募集要項を配布し、応募者多数の場合は抽選等を行います。,,,幸田町企画部企業立地課,０５６４－６２－１１１１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０５６４－６３－５１３９,,,,,,,
こまき少年少女発明クラブ,こまき,,愛知県,小牧市,,,,,,,,,,,,,,,,,,,,,,,,
高浜市少年少女発明クラブ,たかはまし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=115,愛知県,高浜市,高浜市神明町2-18-3,たかはま夢・未来塾,第２土曜他,高浜市内在住　小学４年生～中学３年生,３６名,年間４，０００円,http://yume-mirai-juku.com,,,２月頃　市内小中学生に募集チラシ配布,２月末頃,３月初め頃,高浜市少年少女発明クラブ（たかはま夢・未来塾内）,０５６６－８７－７６０８,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月、火、木、金　9：00～12：00,０５６６－８７－７６０８,hatumei＠yume-mirai-juku.com,,,,,,
武豊町少年少女発明クラブ,たけとよちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=397,愛知県,知多郡武豊町,知多郡武豊町字山ノ神２０－１,武豊町中央公民館,第1土曜日,小学４年生～６年生,２０名,"年会費2,000円",,活動日が変更になる場合があります。,,応募期間内に直接応募（定員になり次第締め切り）,,,知多郡武豊町役場生涯学習課,０５６９－７２－１１１１,※少年少女発明クラブの件とご入力ください。,平日午前８時３０分～午後５時１５分,０５６９－７３－０００１,ｇａｋｕｓｈｕ＠ｔｏｗｎ．ｔａｋｅｔｏｙｏ．ｌｇ．ｊｐ,,,,,,
田原市少年少女発明クラブ,たはらし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=356,愛知県,田原市,田原市赤石２丁目２番地,田原福祉センター　多目的室,原則第４土曜日の午前,市内在住の小学５年生～６年生,40名,"年会費6,800円",,,,小学校を通じて募集（応募多数の場合は抽選）,,,田原市文化生涯学習課,０５３１－２３－３６３５,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,平日午前８時３０分～午後５時１５分,０５３１－２２－３８１１,ｓｙｏｇａｋｕ＠ｃｉｔｙ．ｔａｈａｒａ．ａｉｃｈｉ．ｊｐ,,,,,,
知多市少年少女発明クラブ,ちたし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=399,愛知県,知多市,愛知県知多市新知東町２丁目７番地の２,知多市ふれあいプラザ,毎月第３日曜日（原則）,市内在住の小学４年生～６年生,30名,"年会費3,000円",https://www.city.chita.lg.jp/docs/2023031900017/,活動日が変更になる場合があります。,,所定の応募用紙に必要事項を記入し提出,毎年２月,毎年２月,知多市中部公民館,０５６２－５４－１５３５,※件名に、「知多市少年少女発明クラブの件」とご記入下さい。,午前9時～5時（月曜休館）,０５６２－５６－２９１１,ko-chu@city.chita.lg.jp,,,,,,
知多市少年少女発明クラブ,ちたし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=399,愛知県,知多市,愛知県知多市新知東町２丁目７番地の２,知多市ふれあいプラザ,毎月第３日曜日（原則）,市内在住の小学４年生～６年生,30名,"年会費3,000円",https://www.city.chita.lg.jp/docs/2023031900017/,活動日が変更になる場合があります。,,所定の応募用紙に必要事項を記入し提出,毎年２月,毎年２月,知多市中部公民館,０５６２－５４－１５３５,※件名に、「知多市少年少女発明クラブの件」とご記入下さい。,午前9時～5時（月曜休館）,０５６２－５６－２９１１,ko-chu@city.chita.lg.jp,,,,,,
東海市少年少女発明クラブ,とうかいし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=113,愛知県,東海市,東海市大田町細田23,東海市立大田小学校　図工室,"基礎工作教室→毎月第1・3土曜日
応用発明教室→毎月第2・4土曜日",市内在住の小学2年生～中学3年生,各教室24名（応募者多数の場合は抽選により決定）,"3,800円（年間、保険料含む）",https://www.city.tokai.aichi.jp/kosodate/1002484/1002491.html,,,フォームにて申し込み,4月初旬,,東海市役所社会教育課内　東海市少年少女発明クラブ事務局,052-603-2211／0562-33-1111,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,午前8時30分～午後5時15分（土日祝日を除く）,052-604-9290,shakyou@city.tokai.lg.jp,,,,,,
豊川少年少女発明クラブ,とよかわ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=122,愛知県,豊川市,愛知県豊川市市田町,赤塚山公園ぎょぎょランド,毎月第3土曜日（原則）,小学校4年生～6年生,32名,なし,https://toyokawa-cci.org/information/kodomo-monozukuri/,,子どもものづくり教室,豊川市子どもセンター(０５３３－８８－８０３５）へお電話にてお申込ください。,偶数月初め（原則）,定員になり次第,豊川少年少女発明クラブ（豊川商工会議所内）,０５３３－８６－４１０１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日　8:40～17:30,０５３３－８４－１８０８,,,,,,,
豊田少年少女発明クラブ,とよた,http://kids.jiii.or.jp/modules/pico/index.php?content_id=110,愛知県,豊田市,豊田産業文化センター（豊田市ｌ小坂本町）、豊田地域文化広場（〃西田町）、豊田市教職員会館（〃保見町）、大豊工業㈱（〃緑ケ丘）,豊田産業文化センター、豊田地域文化広場、豊田市教職員会館、大豊工業㈱（4か所）,土曜日・日曜日　詳しくは豊田少年少女発明クラブホームページをご覧ください。,小学校１年生～中学生,ホームページをご覧ください。,ホームページをご覧ください。,http://www.hm2.aitai.ne.jp/~thatumei/,,年１回、詳しくはホームページをご覧ください。,希望者は往復ハガキで応募ください。　応募者多数の場合は抽選となります。,２月初旬,２月上旬,豊田少年少女発明クラブ（豊田産業文化センター内）,０５６５－３１－１１８８,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,9:30～16:00　　(休日：月曜日・木曜日）,０５６５－３１－１１８８,thatumei＠hm2.aitai.ne.jp　※送信の際は＠を半角小文字に変えてください。,,,,,,
豊橋少年少女発明クラブ,とよはし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=125,愛知県,豊橋市,愛知県豊橋市松葉町三丁目1番地,こども未来館　ここにこ,毎月第3土曜日　その他必要に応じて,市内の小学校４～６年生の児童で、活動場所への安全な交通手段が確保できる者,70名　　毎年新規に40名ほどを募集,3000円／年,http://www.t-hatu.jp/,,市内小学校在学の4・5年生　参加後は卒業まで継続可能,1回／年　小学校を通して公募,2月初旬,3月初旬,こども未来館　ここにこ 内,０５３２－２１－５５２５,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,9:30～17:00,０５３２－５６－５５５２,ｉｎｆｏ＠ｔ－ｈａｔｕ．ｊｐ,,,,,,
名古屋少年少女発明クラブ,なごや,http://kids.jiii.or.jp/modules/pico/index.php?content_id=123,愛知県,名古屋市中区,,市内５会場（デリバリー教室）,４～７月、１０月～１月の土曜日または日曜日（デリバリー教室）,小学４年生～中学生（デリバリー教室）,各教室２４名程度×５会場（デリバリー教室）,１０，０００円（デリバリー教室）,http://www.city.nagoya.jp/kurashi/category/11-5-6-0-0-0-0-0-0-0.html,,,往復はがきで事務局へ応募。詳しくは事務局までお問い合わせください。,例年２月上旬,例年３月上旬,"名古屋少年少女発明クラブ事務局
（公益財団法人中部科学技術センター内）",０８０－６９２０－４４８９,※件名に「名古屋少年少女発明クラブの件」とご記入ください。,9時～17時(平日),０５２－２０４－１４６９（公益財団法人中部科学技術センター内）,ｈａｋｋｅｎ＠ｃｓｔｃ．ｏｒ．ｊｐ,,,,,,
西尾市少年少女発明クラブ,にしおし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=112,愛知県,西尾市,西尾市桜町二丁目35番地,さくら会館,土曜日(基礎コース、応用コースが隔週で活動),小学校3年生～中学校2年生,120名,"年間8,000円",https://nisiohatumei.xsrv.jp/,,広報、学校で案内,市広報、学校で案内　応募用紙に記入,毎年2月上旬,"毎年3月中旬（但し,定員になり次第締め切り）",中央ふれあいセンター内,０５６３－５６－７６７６,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,午前9時～午後4時（但し、不在日もある）,０５６３－５６－２９００,shidouin01@city.nishio.lg.jp,,,,,,
日進市少年少女発明クラブ,にっしんし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=355,愛知県,日進市,日進市折戸町笠寺山６２-３,日進市民会館　工芸室,毎週土曜日の午前,市内在住の小学４年生～６年生,２０名×５教室,"年会費5,000円",https://www.city.nisshin.lg.jp/department/gakusyukyoiku/shogai_gakushu/7/2/2/8/index.html,,,,,,日進市生涯学習課,０５６１－７３－４１９１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０５６１－７４－０２５８,ｓ＿ｇａｋｕｓｈｕ＠ｃｉｔｙ．ｎｉｓｓｈｉｎ．ｌｇ．ｊｐ,,,,,,
半田市少年少女発明クラブ,はんだし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=116,愛知県,半田市,愛知県半田市中午町170番地,ツカサ　創生館,"（創造クラス）原則第2土曜日午前
（基礎クラス）原則第4土曜日午前","（創造クラス）半田市及び近郊市町の小学5，6年生
（基礎クラス）半田市及び近郊市町の小学4年生",（創造クラス）40名、（基礎クラス）32名,"年間5,000円",https://handahatsumei.wixsite.com/club1,※創造クラスは原則基礎クラスからの継続となるため、新規募集は基礎クラスのみとなります。,,ホームページにて詳細案内（２月初旬）,,,ツカサ工業株式会社　経営企画部内　少年少女発明クラブ事務局,０５６９－２２－３１１１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,平日9：00-12：00　13：00-17：00,０５６９－２１－０１０１,handahatsumei＠yahoo.co.jp,,,,,,
碧南市少年少女発明クラブ,へきなんし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=119,愛知県,碧南市,愛知県碧南市汐田町１－１－２,碧南市ものづくりセンター,4月～2月（8月を除く）の土日の午前午後　８月は自由工作教室などの特別スケジュール,小学校３年生～６年生 、中学生、高校生,240名,"年会費　５,０００円　（中学生、高校生は１,０００ 円）",http://www.city.hekinan.aichi.jp/HATSUMEI/index.htm,途中入会も定員に余裕があれば可,色んな工夫のある工作を自分の手で作ってみたい子、ぜひ参加してください。,毎月1月に募集します。広報へきなんや学校で配られるプリントを見てください。途中入会については。上記お問合せ先へ電話してください。,1月上旬,２月上旬頃,碧南市少年少女発明クラブ,０５６６－４３－５０３１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,火曜日～日曜日8:30～17:00,０５６６－４３－５０４１,,,,,,,
大垣市少年少女発明クラブ,おおがきし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=130,岐阜県,大垣市,大垣市室本町５丁目５１番地,大垣市スイトピアセンター　学習館,第4土曜日ほか,小学3年生～6年生,70名,3000円(3・4年生）　4000円（5・6年生）,,,募集要項を各学校に配布,往復はがき（応募多数の場合は抽選）,2月上旬,3月上旬,大垣市教育委員会　社会教育スポーツ課,０５８４－８１－４１１１　（内線７５３）,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,8:30～17:15,０５８４－８１－０７１５,,,,,,,
各務原市少年少女発明クラブ,かかみがはらし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=129,岐阜県,各務原市,岐阜県各務原市下切町５－１,岐阜かかみがはら航空宇宙博物館,原則として毎月第２・第４土曜日,県内在住の小学４年生から小学６年生,５０人程度,"年会費　１０,０００円",http://www.city.kakamigahara.lg.jp/appeal/5693/028520.html,,,市内各小学校へ申込書を配布またホームページにも掲載,３月初旬,３月下旬,各務原市産業活力部商工振興課内少年少女発明クラブ事務局,０５８－３８３－９９１２,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,8:30～17:15,０５８－３８９－０７６５,syoko＠city.kakamigahara.gifu.jp,,,,,,
岐阜市少年少女発明クラブ,ぎふし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=128,岐阜県,本荘,岐阜県岐阜市,岐阜市科学館内,５月～２月の日曜日10回,小学5年生～中学1年生,"Ⅰ、Ⅱクラス（5，6年）合計７０名
　　　　OBクラス　３５名
　　　　プログラミングクラス　１２名",５０００円(保険料含む),https://www.city.gifu.lg.jp/8307.htm,,,往復はがき、もしくは電子メール,毎年４月上旬頃,毎年４月中旬頃,岐阜市少年少女発明クラブ（岐阜市科学館内）,(０５８)２７２－１３３３,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,岐阜市科学館開館日時と同じ,(０５８)２７２－１３０３,gcsm＠quartz.ocn.ne.jp,,,,,,
多治見市少年少女発明クラブ,たじみし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=131,岐阜県,多治見市,岐阜県多治見市美坂町,多治見市陶磁器意匠研究所,毎月第2土曜日,小学校4～6年生,30名（先着順）,"年間5,000円（材料費、保険料）",,,工作や実験に興味のあるお子さん,入会をご希望の方は、クラブ事務局（担当）までお電話にてお申し込みください,随時,定員（30名）に達し次第締切,多治見市少年少女発明クラブ事務局（多治見市産業観光課内）,０５７２－２２－１１１１（１３４３）,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月～金曜日　8:30～17:15,０５７２－２５－３４００,,,,,,,
瑞穂市少年少女発明クラブ,みずほし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=132,岐阜県,瑞穂市,瑞穂市別府1295-3,瑞穂市総合センター4階　創作室,毎月　第2土曜日、第4日曜日（左記を原則とする、変更も有うる）,小学校3年生～6年生,25名,2000円（不足する場合は臨時に徴収することもある）,なし,,募集要項を各学校に頒布,募集要項に記入しＦａｘで申し込み（申しこみ順で採用）,毎年3月上旬,毎年3月中旬,(社)発明協会　創造性開発チーム,０３－３５０２－５４３４,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,平日9:00～17:30、土日祝は不可。,０３－３５０２－３４８５,ｃｌｕｂ＠ｊｉｉｉ．ｏｒ．ｊｐ,,,,,,
河芸少年少女発明クラブ,かわげ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=135,三重県,津市,三重県津市河芸町千里ヶ丘14,千里ヶ丘公民館,第1・第3土曜日（但し、必要に応じて第2・第4土曜日にも実施する。）,市内在住の小学4年生～6年生,18,,,,,,,,,,※件名に、「河芸町少年少女発明クラブの件」とご記入下さい。,,,wgkm5pv2＠za.ztv.ne.jp　※メール送信時は＠を半角小文字にしてください。,,,,,,
桑名市少年少女発明クラブ,くわなし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=136,三重県,桑名市,三重県桑名市多度町古野110番地,子どもアイデア楽工　（旧多度西小学校）,5月～3月の指定する土曜日（8月は休講）,桑名市在住の小学校3年生～中学校3年生,24名,１０，０００円（材料費、保険代等）,,,,毎年3月の市広報にて募集案内。申込用紙を事務局へ提出ください。,3月の広報をご覧ください。,3月の広報をご覧ください。,桑名市少年少女発明クラブ事務局（桑名市産業振興部商工課）※少年少女発明クラブについての件とお問い合わせください。,０５９４－２４－１１９９,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日　8:30～17:15,０５９４－２４－１１４０,shokom＠city.kuwana.lg.jp　※送信の際は＠を半角小文字に変えてください。,,,,,,
鈴鹿少年少女発明クラブ,すずか,http://kids.jiii.or.jp/modules/pico/index.php?content_id=134,三重県,鈴鹿市,三重県鈴鹿市鈴鹿ハイツ1-20,鈴鹿地域職業訓練センター,,,40,,http://www.scci.or.jp/jyouho/hatumeiclubindex.html,,,,,,鈴鹿市産業振興部　産業政策課ものづくり産業支援センター,０５９－３８２－７０１１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,,,,,,,,
津市少年少女発明クラブ,つし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=133,三重県,津市,三重県津市寿町21-22,津市敬和公民館内,年間３０回（土曜日午後）,小学校３年生から中学生,24名,３５００円（傷害保険料含む）,,,ものを創り出すことに興味のある、発明をやってみたいお子さん,津市の広報,３月１５日,４月７日,津市敬和公民館,０５９－２２５－２３２５,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,８：３０～１７：１５,０５９－２２５－２３２５,225-2325＠city.tsu.lg.jp,,,,,,
小矢部少年少女発明クラブ,おやべ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=357,富山県,小矢部市,小矢部市鷲島10,小矢部市　クロスランドおやべ,原則として、第２・第４土曜日の午前,市内在住の小学４年生～６年生,20,"年会費2,000円",,,,,,,(財)クロスランドおやべ,０７６６－６８－０９３２,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７６６－６８－０９３２,ｃｒｏｓｓ＠ｃｉｔｙ．ｏｙａｂｅ．ｔｏｙａｍａ．ｊｐ,,,,,,
黒部少年少女発明クラブ,くろべ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=140,富山県,黒部市,富山県黒部市吉田574-1,黒部市吉田科学館内,原則として第3日曜日,黒部市内の小学３年生～６年生,30名,年会費500円,http://kysm.or.jp/invention-2.html,,ものづくりに興味のあるお子さん,４月～５月頃に学校を通して募集案内配布。電話、もしくは直接黒部市吉田科学館で申し込み。先着順。,４月～５月頃,定員になり次第,黒部少年少女発明クラブ(黒部市吉田科学館内),0765-57-0610,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,火～日　9:00～16:30,0765-57-0630,info2＠kysm.or.jp,,,,,,
小杉少年少女発明クラブ,こすぎ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=141,富山県,射水市,富山県射水市戸破４１００,小杉小学校,,,,,,,,,,,,（０７６６）５５ー１０５５,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,（０７６６）５５ー１０５６,,,,,,,
砺波市少年少女発明クラブ,となみし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=143,富山県,砺波市,富山県砺波市表町13-16,砺波図書館　3階視聴覚室,毎月2回程度（土曜日）午前9時45分～午前12時00分,砺波市内の小学4～6年生,２１人,"年額3,000円（材料費及び傷害保険料を含む。）",,一般的な工作用具は準備してあり、自由に使用できます。,新小学校4～6年生のみなさん、発明クラブの活動に参加しませんか！,毎年3月頃に各小学校を通して申込書をお配りします。必要事項を記入して、担任の先生に提出してください。（応募多数の場合は抽選となりますのでご了承ください。）,3月上旬,3月中旬,砺波市商工農林部商工観光課,０７６３－３３－１１１１（内線４０３）,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月～金 8：30～17：15（土日祝と年末年始は休みです）,０７６３－３３－６８５４,shoko@city.tonami.lg.jp,,,,,,
金沢市少年少女発明クラブ,かなざわし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=144,石川県,金沢市,金沢市兼六元町7-15,金沢市立味噌蔵町小学校内,第1・第3土曜日（9:30～11:30）,金沢市内小学校の5・6年生,60,,http://www.kanazawa-city.ed.jp/org/hatsumei/,,,,,,金沢市立味噌蔵町小学校内　少年少女発明クラブ事務局,０７６－２３１－７２７９,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７６－２３２－０５１５,ｔｏ－ｔｏｍｉｚｕ＠ｋａｎａｚａｗａ－ｃｉｔｙ．ｅｄ．ｊｐ,,,,,,
小松市少年少女発明クラブ,こまつし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=145,石川県,小松市,石川県小松市こまつの杜２番,サイエンスヒルズこまつ　ひととものづくり科学館,原則として第３土曜日の午前中,小松市内を中心とする希望小学4・5・6年生,40,"3,000円（ヒルズ年間パスポート代を含む）",http://science-hills-komatsu.jp,,,,,,サイエンスヒルズこまつ　ひととものづくり科学館,０７６１－２２－８６１０,※件名に、「小松市少年少女発明クラブの件」とご記入下さい。,9：30～18：00,０７６１－２３－８６８６,kagaku＠city.komatsu.lg.jp,,,,,,
羽咋市少年少女発明クラブ,はくいし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=146,石川県,羽咋市,石川県羽咋市鶴多町免田25,,原則として第3土曜日の午後とする。,市内在住の各小学校3・4年生の児童生徒,20,,,,,,,,,０７６７－２２－９８８８,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７６７－２２－１９４７,ｃｏｓｍｏｉｓｌｅ＿ｌａｂｏ＠ｙａｈｏｏ．ｃｏ．ｊｐ,,,,,,
福井市少年少女発明クラブ,ふくいし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=137,福井県,福井市,福井県福井市泉田町26-6-10,旧福井ルームインテリア,各月の第２土曜日と第４土曜日　夏休みには、特別活動を企画,小学3年生～中学3年生,30,,,,,,,,福井市少年少女発明クラブ事務局,0776-55-1195,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,0776-55-1197,,,,,,,
